Année;Continent;Somme de Moyenne de la population;Somme de Moyenne de la population urbaiane ayant safely managed service;Somme de Moyenne de la population urbaine;Somme de Moyenne de la population urbaine ayant basic service;Code_pays;Continent_1;Country;Independance;Pays
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;36;Océanie;Australia;Oui;Australia
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;90;Océanie;Solomon Islands;Oui;Solomon Islands
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;184;Océanie;Cook Islands;Non;Cook Islands
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;242;Océanie;Fiji;Oui;Fiji
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;258;Océanie;French Polynesia;Non;French Polynesia
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;296;Océanie;Kiribati;Oui;Kiribati
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;316;Océanie;Guam;Non;Guam
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;520;Océanie;Nauru;Oui;Nauru
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;540;Océanie;New Caledonia;Non;New Caledonia
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;548;Océanie;Vanuatu;Oui;Vanuatu
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;554;Océanie;New Zealand;Oui;New Zealand
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;570;Océanie;Niue;Non;Niue
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;580;Océanie;Northern Mariana Islands;Non;Northern Mariana Islands
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;583;Océanie;Micronesia (Federated States of);Oui;Micronesia (Federated States of)
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;584;Océanie;Marshall Islands;Oui;Marshall Islands
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;585;Océanie;Palau;Oui;Palau
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;598;Océanie;Papua New Guinea;Oui;Papua New Guinea
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;772;Océanie;Tokelau;Non;Tokelau
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;776;Océanie;Tonga;Oui;Tonga
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;798;Océanie;Tuvalu;Oui;Tuvalu
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;876;Océanie;Wallis and Futuna;Non;Wallis and Futuna
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;876;Océanie;Wallis and Futuna;Non;Wallis and Futuna Islands
2018;Océanie;1732.6031425197918;1112.078922380311;1176.8913241006412;1168.5587831609153;882;Océanie;Samoa;Oui;Samoa
